# FinGuard Transaction Dataset — Generated automatically
# timestamp,transactionId,accountId,type,amount,location,deviceId
1708072095,TXN000061,ACC606,DEBIT,5058.64,Ahmedabad,DEV_I9
1708072145,TXN000062,ACC202,CREDIT,43797.28,Jaipur,DEV_G7
1708072190,TXN000063,ACC101,CREDIT,53992.64,Kolkata,DEV_I9
1708072209,TXN000064,ACC303,DEBIT,81604.84,Delhi,DEV_B2
1708072250,TXN000065,ACC909,CREDIT,48760.68,Ahmedabad,DEV_H8
1708072276,TXN000066,ACC202,CREDIT,2154.57,Ahmedabad,DEV_J0
1708072280,TXN000067,ACC505,CREDIT,63607.40,Surat,DEV_G7
1708072317,TXN000068,ACC707,DEBIT,49630.00,Kolkata,DEV_A1
1708072335,TXN000069,ACC909,DEBIT,27435.69,Hyderabad,DEV_I9
1708072390,TXN000070,ACC707,CREDIT,31722.14,Delhi,DEV_A1
1708072404,TXN000071,ACC202,DEBIT,15098.17,Kolkata,DEV_E5
1708072421,TXN000072,ACC202,CREDIT,58124.43,Chennai,DEV_A1
1708072466,TXN000073,ACC505,DEBIT,34061.70,Surat,DEV_D4
1708072484,TXN000074,ACC606,CREDIT,91500.28,Delhi,DEV_I9
1708072490,TXN000075,ACC202,DEBIT,94481.87,Delhi,DEV_A1
1708072533,TXN000076,ACC505,CREDIT,18376.98,Kolkata,DEV_C3
1708072564,TXN000077,ACC606,DEBIT,60485.79,Chennai,DEV_B2
1708072579,TXN000078,ACC101,DEBIT,57877.12,Pune,DEV_E5
1708072588,TXN000079,ACC101,CREDIT,39897.02,Chennai,DEV_G7
1708072596,TXN000080,ACC202,CREDIT,34835.07,Ahmedabad,DEV_I9
1708072634,TXN000081,ACC404,CREDIT,8947.93,Jaipur,DEV_H8
1708072677,TXN000082,ACC606,DEBIT,6500.97,Surat,DEV_E5
1708072701,TXN000083,ACC505,DEBIT,18763.22,Pune,DEV_A1
1708072746,TXN000084,ACC707,DEBIT,20646.43,Chennai,DEV_G7
1708072782,TXN000085,ACC404,DEBIT,3846.30,Bengaluru,DEV_E5
1708072792,TXN000086,ACC707,CREDIT,23790.99,Surat,DEV_D4
1708072808,TXN000087,ACC909,CREDIT,55442.94,Jaipur,DEV_C3
1708072838,TXN000088,ACC404,DEBIT,61314.22,Delhi,DEV_D4
1708072858,TXN000089,ACC909,DEBIT,41556.16,Bengaluru,DEV_C3
1708072889,TXN000090,ACC202,CREDIT,70801.31,Ahmedabad,DEV_B2
1708072908,TXN000091,ACC404,CREDIT,27585.94,Kolkata,DEV_B2
1708072968,TXN000092,ACC101,DEBIT,32028.42,Jaipur,DEV_H8
1708073017,TXN000093,ACC909,CREDIT,31629.45,Bengaluru,DEV_A1
1708073065,TXN000094,ACC505,DEBIT,92644.14,Surat,DEV_B2
1708073106,TXN000095,ACC010,DEBIT,71113.53,Jaipur,DEV_H8
1708073147,TXN000096,ACC606,CREDIT,86496.96,Delhi,DEV_A1
1708073176,TXN000097,ACC909,DEBIT,62631.89,Chennai,DEV_B2
1708073196,TXN000098,ACC707,CREDIT,80226.42,Delhi,DEV_C3
1708073245,TXN000099,ACC202,CREDIT,66791.59,Ahmedabad,DEV_C3
1708073254,TXN000100,ACC404,CREDIT,92044.81,Jaipur,DEV_F6
1708073304,TXN000101,ACC_FRAUD,DEBIT,73654.00,Mumbai,DEV_A1
1708073350,TXN000102,ACC808,CREDIT,11754.34,Kolkata,DEV_B2
1708073386,TXN000103,ACC606,CREDIT,1623.66,Bengaluru,DEV_J0
1708073403,TXN000104,ACC101,DEBIT,23591.79,Kolkata,DEV_E5
1708073454,TXN000105,ACC909,CREDIT,80582.85,Bengaluru,DEV_D4
1708073489,TXN000106,ACC909,CREDIT,33962.14,Mumbai,DEV_J0
1708073548,TXN000107,ACC010,DEBIT,48238.83,Pune,DEV_E5
1708073590,TXN000108,ACC010,CREDIT,52033.48,Ahmedabad,DEV_J0
1708073643,TXN000109,ACC404,CREDIT,95395.61,Chennai,DEV_A1
1708073694,TXN000110,ACC505,CREDIT,65545.25,Delhi,DEV_A1
1708073704,TXN000111,ACC101,DEBIT,74249.39,Ahmedabad,DEV_J0
1708073731,TXN000112,ACC101,CREDIT,10338.60,Delhi,DEV_J0
1708073770,TXN000113,ACC707,DEBIT,12344.71,Bengaluru,DEV_C3
1708073793,TXN000114,ACC101,DEBIT,97195.55,Pune,DEV_F6
1708073825,TXN000115,ACC101,CREDIT,67672.10,Delhi,DEV_C3
1708073847,TXN000116,ACC404,CREDIT,88168.73,Kolkata,DEV_G7
1708073894,TXN000117,ACC505,DEBIT,57774.22,Ahmedabad,DEV_D4
1708073926,TXN000118,ACC606,DEBIT,94163.88,Delhi,DEV_I9
1708073967,TXN000119,ACC010,DEBIT,9418.55,Surat,DEV_I9
1708073979,TXN000120,ACC101,CREDIT,63693.59,Bengaluru,DEV_B2
1708074000,TXN000121,ACC010,CREDIT,85797.40,Kolkata,DEV_C3
1708074039,TXN000122,ACC202,CREDIT,46666.94,Hyderabad,DEV_B2
1708074053,TXN000123,ACC202,DEBIT,67909.23,Pune,DEV_E5
1708074084,TXN000124,ACC808,DEBIT,27137.05,Ahmedabad,DEV_A1
1708074129,TXN000125,ACC707,CREDIT,71217.11,Ahmedabad,DEV_H8
1708074169,TXN000126,ACC606,CREDIT,66114.48,Bengaluru,DEV_I9
1708074196,TXN000127,ACC505,DEBIT,28748.88,Bengaluru,DEV_C3
1708074219,TXN000128,ACC505,DEBIT,48156.17,Jaipur,DEV_I9
1708074245,TXN000129,ACC808,CREDIT,16122.73,Bengaluru,DEV_B2
1708074257,TXN000130,ACC606,CREDIT,6916.08,Pune,DEV_H8
1708074276,TXN000131,ACC303,CREDIT,61733.46,Surat,DEV_D4
1708074282,TXN000132,ACC101,DEBIT,88534.67,Mumbai,DEV_F6
1708074303,TXN000133,ACC505,CREDIT,32048.14,Pune,DEV_I9
1708074309,TXN000134,ACC707,CREDIT,83816.76,Delhi,DEV_I9
1708074362,TXN000135,ACC909,CREDIT,35270.81,Hyderabad,DEV_E5
1708074392,TXN000136,ACC808,CREDIT,27802.64,Chennai,DEV_J0
1708074431,TXN000137,ACC606,CREDIT,54333.15,Ahmedabad,DEV_E5
1708074459,TXN000138,ACC606,CREDIT,43783.04,Hyderabad,DEV_C3
1708074511,TXN000139,ACC101,DEBIT,14822.67,Surat,DEV_B2
1708074569,TXN000140,ACC101,DEBIT,64577.46,Jaipur,DEV_C3
1708074626,TXN000141,ACC010,DEBIT,14775.18,Jaipur,DEV_I9
1708074669,TXN000142,ACC606,CREDIT,73073.17,Delhi,DEV_B2
1708074726,TXN000143,ACC101,CREDIT,54741.19,Bengaluru,DEV_I9
1708074740,TXN000144,ACC404,DEBIT,9538.41,Kolkata,DEV_I9
1708074759,TXN000145,ACC303,CREDIT,15446.50,Pune,DEV_G7
1708074775,TXN000146,ACC303,CREDIT,62820.55,Pune,DEV_I9
1708074813,TXN000147,ACC303,DEBIT,59858.28,Surat,DEV_C3
1708074830,TXN000148,ACC505,DEBIT,97147.80,Mumbai,DEV_G7
1708074839,TXN000149,ACC202,DEBIT,50674.13,Kolkata,DEV_B2
1708074882,TXN000150,ACC303,DEBIT,42427.26,Surat,DEV_H8
1708074885,TXN000151,ACC_FRAUD,DEBIT,121830.97,Mumbai,DEV_D4
1708074886,TXN000152,ACC606,DEBIT,12853.32,Mumbai,DEV_F6
1708074941,TXN000153,ACC303,DEBIT,39654.99,Mumbai,DEV_J0
1708074953,TXN000154,ACC505,DEBIT,68796.49,Surat,DEV_D4
1708074966,TXN000155,ACC010,DEBIT,18469.64,Delhi,DEV_C3
1708074987,TXN000156,ACC909,CREDIT,40654.23,Ahmedabad,DEV_C3
1708075022,TXN000157,ACC202,DEBIT,61998.57,Surat,DEV_C3
1708075037,TXN000158,ACC010,DEBIT,53069.57,Surat,DEV_C3
1708075057,TXN000159,ACC707,DEBIT,15820.90,Ahmedabad,DEV_A1
1708075067,TXN000160,ACC909,CREDIT,91643.27,Pune,DEV_I9
1708075091,TXN000161,ACC010,CREDIT,88970.95,Surat,DEV_C3
1708075128,TXN000162,ACC303,DEBIT,93255.17,Pune,DEV_G7
1708075165,TXN000163,ACC101,CREDIT,55994.94,Chennai,DEV_A1
1708075200,TXN000164,ACC707,DEBIT,98391.19,Hyderabad,DEV_E5
1708075214,TXN000165,ACC010,CREDIT,41009.80,Kolkata,DEV_H8
1708075259,TXN000166,ACC606,DEBIT,77454.47,Mumbai,DEV_F6
1708075308,TXN000167,ACC303,CREDIT,39230.88,Chennai,DEV_J0
1708075329,TXN000168,ACC404,DEBIT,90255.82,Surat,DEV_I9
1708075354,TXN000169,ACC606,DEBIT,62646.98,Jaipur,DEV_I9
1708075359,TXN000170,ACC606,DEBIT,52976.56,Pune,DEV_A1
1708075398,TXN000171,ACC808,DEBIT,15468.67,Ahmedabad,DEV_B2
1708075442,TXN000172,ACC707,CREDIT,99350.38,Pune,DEV_B2
1708075446,TXN000173,ACC808,CREDIT,34239.03,Kolkata,DEV_B2
1708075479,TXN000174,ACC010,DEBIT,34536.65,Kolkata,DEV_J0
1708075513,TXN000175,ACC303,DEBIT,11498.88,Hyderabad,DEV_G7
1708075544,TXN000176,ACC101,DEBIT,92844.86,Mumbai,DEV_G7
1708075583,TXN000177,ACC909,DEBIT,70080.29,Bengaluru,DEV_C3
1708075616,TXN000178,ACC202,DEBIT,13305.85,Delhi,DEV_E5
1708075656,TXN000179,ACC909,CREDIT,73064.72,Ahmedabad,DEV_F6
1708075686,TXN000180,ACC303,DEBIT,62766.45,Pune,DEV_D4
1708075725,TXN000181,ACC404,CREDIT,63272.30,Bengaluru,DEV_C3
1708075726,TXN000182,ACC101,CREDIT,6161.75,Chennai,DEV_I9
1708075759,TXN000183,ACC404,DEBIT,94897.58,Bengaluru,DEV_I9
1708075777,TXN000184,ACC101,CREDIT,73520.42,Mumbai,DEV_C3
1708075818,TXN000185,ACC808,DEBIT,97738.33,Jaipur,DEV_C3
1708075829,TXN000186,ACC808,CREDIT,46012.23,Mumbai,DEV_E5
1708075887,TXN000187,ACC909,DEBIT,97265.47,Surat,DEV_F6
1708075898,TXN000188,ACC101,CREDIT,5002.28,Kolkata,DEV_B2
1708075937,TXN000189,ACC202,CREDIT,64055.87,Surat,DEV_I9
1708075946,TXN000190,ACC010,DEBIT,24415.07,Kolkata,DEV_D4
1708075981,TXN000191,ACC606,DEBIT,25765.54,Mumbai,DEV_F6
1708076035,TXN000192,ACC010,DEBIT,1696.12,Surat,DEV_E5
1708076050,TXN000193,ACC909,CREDIT,7983.53,Hyderabad,DEV_F6
1708076070,TXN000194,ACC707,DEBIT,25398.03,Chennai,DEV_A1
1708076102,TXN000195,ACC101,DEBIT,95580.28,Chennai,DEV_I9
1708076134,TXN000196,ACC202,DEBIT,54723.70,Ahmedabad,DEV_J0
1708076151,TXN000197,ACC909,DEBIT,93786.17,Bengaluru,DEV_B2
1708076191,TXN000198,ACC404,DEBIT,35172.67,Chennai,DEV_C3
1708076220,TXN000199,ACC101,CREDIT,71355.69,Ahmedabad,DEV_A1
1708076263,TXN000200,ACC707,CREDIT,71235.45,Mumbai,DEV_B2
1708076293,TXN000201,ACC_FRAUD,DEBIT,80929.59,Mumbai,DEV_E5
1708076342,TXN000202,ACC707,DEBIT,4565.21,Pune,DEV_A1
1708076343,TXN000203,ACC404,DEBIT,32732.74,Jaipur,DEV_F6
1708076365,TXN000204,ACC707,DEBIT,99559.85,Hyderabad,DEV_I9
1708076416,TXN000205,ACC808,CREDIT,2124.85,Bengaluru,DEV_H8
1708076457,TXN000206,ACC606,DEBIT,63489.54,Mumbai,DEV_G7
1708076467,TXN000207,ACC101,CREDIT,59860.10,Ahmedabad,DEV_B2
1708076482,TXN000208,ACC101,DEBIT,50646.67,Kolkata,DEV_I9
1708076493,TXN000209,ACC303,DEBIT,88833.86,Delhi,DEV_I9
1708076532,TXN000210,ACC010,DEBIT,85164.52,Hyderabad,DEV_J0
1708076553,TXN000211,ACC909,DEBIT,23076.42,Ahmedabad,DEV_J0
1708076564,TXN000212,ACC808,DEBIT,64000.62,Delhi,DEV_H8
1708076573,TXN000213,ACC404,DEBIT,21656.25,Kolkata,DEV_C3
1708076616,TXN000214,ACC101,DEBIT,52344.15,Bengaluru,DEV_C3
1708076642,TXN000215,ACC010,DEBIT,24512.93,Surat,DEV_I9
1708076667,TXN000216,ACC303,DEBIT,87877.94,Pune,DEV_H8
1708076696,TXN000217,ACC404,CREDIT,39052.56,Mumbai,DEV_F6
1708076700,TXN000218,ACC707,CREDIT,94811.72,Jaipur,DEV_J0
1708076750,TXN000219,ACC404,CREDIT,69054.99,Pune,DEV_A1
1708076772,TXN000220,ACC606,CREDIT,75632.36,Surat,DEV_G7
1708076778,TXN000221,ACC404,CREDIT,49187.28,Mumbai,DEV_C3
1708076795,TXN000222,ACC909,CREDIT,89301.96,Chennai,DEV_G7
1708076834,TXN000223,ACC909,DEBIT,87193.71,Pune,DEV_F6
1708076870,TXN000224,ACC606,CREDIT,8803.97,Hyderabad,DEV_D4
1708076891,TXN000225,ACC202,DEBIT,43574.28,Kolkata,DEV_E5
1708076938,TXN000226,ACC202,DEBIT,29579.20,Kolkata,DEV_F6
1708076943,TXN000227,ACC505,DEBIT,70945.58,Delhi,DEV_A1
1708076969,TXN000228,ACC707,CREDIT,4960.75,Surat,DEV_I9
1708077028,TXN000229,ACC606,CREDIT,50675.67,Bengaluru,DEV_G7
1708077039,TXN000230,ACC303,CREDIT,60123.33,Jaipur,DEV_B2
1708077067,TXN000231,ACC202,CREDIT,42711.56,Pune,DEV_D4
1708077100,TXN000232,ACC202,CREDIT,70482.34,Jaipur,DEV_I9
1708077119,TXN000233,ACC808,CREDIT,67395.17,Kolkata,DEV_J0
1708077170,TXN000234,ACC010,CREDIT,59233.50,Bengaluru,DEV_G7
1708077190,TXN000235,ACC909,CREDIT,16353.29,Bengaluru,DEV_J0
1708077205,TXN000236,ACC303,DEBIT,52329.71,Bengaluru,DEV_J0
1708077239,TXN000237,ACC010,DEBIT,77533.20,Delhi,DEV_C3
1708077247,TXN000238,ACC404,CREDIT,49023.23,Bengaluru,DEV_D4
1708077288,TXN000239,ACC303,CREDIT,96994.13,Pune,DEV_G7
1708077346,TXN000240,ACC707,DEBIT,98298.01,Kolkata,DEV_I9
1708077350,TXN000241,ACC707,DEBIT,45817.57,Chennai,DEV_J0
1708077377,TXN000242,ACC010,CREDIT,10654.91,Kolkata,DEV_A1
1708077401,TXN000243,ACC909,DEBIT,2881.37,Chennai,DEV_F6
1708077440,TXN000244,ACC808,DEBIT,20434.87,Mumbai,DEV_F6
1708077457,TXN000245,ACC202,CREDIT,53999.60,Delhi,DEV_A1
1708077505,TXN000246,ACC909,CREDIT,45042.29,Bengaluru,DEV_I9
1708077527,TXN000247,ACC606,CREDIT,30304.07,Surat,DEV_J0
1708077544,TXN000248,ACC606,CREDIT,49620.76,Ahmedabad,DEV_F6
1708077559,TXN000249,ACC707,CREDIT,90948.00,Mumbai,DEV_C3
1708077563,TXN000250,ACC505,CREDIT,83572.89,Surat,DEV_H8
1708077570,TXN000251,ACC_FRAUD,DEBIT,85151.61,Mumbai,DEV_G7
1708077582,TXN000252,ACC202,CREDIT,98264.57,Chennai,DEV_I9
1708077609,TXN000253,ACC010,DEBIT,29496.41,Bengaluru,DEV_H8
1708077662,TXN000254,ACC808,DEBIT,33993.21,Kolkata,DEV_E5
1708077680,TXN000255,ACC101,DEBIT,34041.77,Bengaluru,DEV_I9
1708077703,TXN000256,ACC010,DEBIT,14297.40,Bengaluru,DEV_I9
1708077727,TXN000257,ACC909,CREDIT,18404.81,Kolkata,DEV_B2
1708077765,TXN000258,ACC909,CREDIT,87040.63,Bengaluru,DEV_F6
1708077779,TXN000259,ACC010,CREDIT,15102.03,Hyderabad,DEV_F6
1708077790,TXN000260,ACC202,CREDIT,29449.30,Pune,DEV_G7
1708077818,TXN000261,ACC010,DEBIT,27804.44,Pune,DEV_E5
1708077820,TXN000262,ACC909,CREDIT,33670.68,Bengaluru,DEV_H8
1708077845,TXN000263,ACC707,CREDIT,95370.99,Mumbai,DEV_D4
1708077885,TXN000264,ACC202,CREDIT,84183.09,Kolkata,DEV_H8
1708077928,TXN000265,ACC010,CREDIT,87119.53,Hyderabad,DEV_F6
1708077968,TXN000266,ACC303,CREDIT,78247.47,Mumbai,DEV_J0
1708077977,TXN000267,ACC010,CREDIT,25561.46,Pune,DEV_D4
1708078033,TXN000268,ACC505,CREDIT,31636.51,Ahmedabad,DEV_B2
1708078038,TXN000269,ACC808,DEBIT,63314.09,Jaipur,DEV_A1
1708078056,TXN000270,ACC404,DEBIT,83231.63,Delhi,DEV_E5
1708078060,TXN000271,ACC707,DEBIT,72731.34,Mumbai,DEV_A1
1708078077,TXN000272,ACC707,CREDIT,60177.64,Bengaluru,DEV_B2
1708078112,TXN000273,ACC010,DEBIT,68805.00,Pune,DEV_C3
1708078153,TXN000274,ACC303,DEBIT,29575.92,Surat,DEV_D4
1708078170,TXN000275,ACC606,CREDIT,70079.69,Delhi,DEV_D4
1708078218,TXN000276,ACC808,DEBIT,98405.91,Delhi,DEV_D4
1708078264,TXN000277,ACC909,DEBIT,18273.59,Hyderabad,DEV_E5
1708078314,TXN000278,ACC303,CREDIT,59563.45,Kolkata,DEV_F6
1708078349,TXN000279,ACC606,DEBIT,96953.97,Surat,DEV_I9
1708078367,TXN000280,ACC808,CREDIT,57715.04,Bengaluru,DEV_E5
1708078376,TXN000281,ACC808,DEBIT,19639.73,Pune,DEV_G7
1708078396,TXN000282,ACC202,DEBIT,21591.17,Mumbai,DEV_I9
1708078430,TXN000283,ACC909,CREDIT,57332.68,Bengaluru,DEV_E5
1708078465,TXN000284,ACC303,CREDIT,15632.84,Hyderabad,DEV_D4
1708078516,TXN000285,ACC909,DEBIT,13446.99,Pune,DEV_H8
1708078571,TXN000286,ACC303,DEBIT,96523.43,Delhi,DEV_I9
1708078629,TXN000287,ACC505,CREDIT,73389.21,Chennai,DEV_J0
1708078654,TXN000288,ACC404,DEBIT,92268.44,Surat,DEV_A1
1708078671,TXN000289,ACC101,CREDIT,44270.60,Ahmedabad,DEV_H8
1708078701,TXN000290,ACC505,DEBIT,52735.42,Surat,DEV_H8
1708078739,TXN000291,ACC505,DEBIT,55371.81,Surat,DEV_B2
1708078774,TXN000292,ACC909,DEBIT,12859.25,Mumbai,DEV_G7
1708078829,TXN000293,ACC909,CREDIT,11401.94,Hyderabad,DEV_I9
1708078887,TXN000294,ACC010,CREDIT,50591.56,Hyderabad,DEV_A1
1708078896,TXN000295,ACC707,CREDIT,29985.28,Hyderabad,DEV_F6
1708078932,TXN000296,ACC010,DEBIT,94039.13,Delhi,DEV_F6
1708078970,TXN000297,ACC010,DEBIT,33338.87,Surat,DEV_A1
1708079026,TXN000298,ACC707,DEBIT,48881.21,Delhi,DEV_E5
1708079033,TXN000299,ACC101,DEBIT,28094.37,Mumbai,DEV_D4
1708079073,TXN000300,ACC101,CREDIT,63107.18,Delhi,DEV_B2
1708079106,TXN000301,ACC_FRAUD,DEBIT,84447.67,Mumbai,DEV_D4
1708079110,TXN000302,ACC808,DEBIT,4982.62,Chennai,DEV_J0
1708079147,TXN000303,ACC505,CREDIT,83498.26,Jaipur,DEV_F6
1708079168,TXN000304,ACC303,CREDIT,17527.11,Kolkata,DEV_J0
1708079193,TXN000305,ACC909,CREDIT,41133.58,Pune,DEV_D4
1708079222,TXN000306,ACC909,CREDIT,56361.27,Pune,DEV_F6
1708079275,TXN000307,ACC404,CREDIT,50429.55,Jaipur,DEV_I9
1708079315,TXN000308,ACC606,DEBIT,77187.26,Bengaluru,DEV_D4
1708079347,TXN000309,ACC010,DEBIT,89802.44,Jaipur,DEV_E5
1708079377,TXN000310,ACC505,CREDIT,59918.55,Jaipur,DEV_I9
1708079430,TXN000311,ACC101,CREDIT,43885.16,Mumbai,DEV_I9
1708079431,TXN000312,ACC010,DEBIT,67369.02,Chennai,DEV_F6
1708079440,TXN000313,ACC202,CREDIT,20519.97,Hyderabad,DEV_D4
1708079449,TXN000314,ACC505,DEBIT,19956.64,Mumbai,DEV_I9
1708079484,TXN000315,ACC505,DEBIT,96177.46,Kolkata,DEV_H8
1708079533,TXN000316,ACC303,CREDIT,18829.38,Ahmedabad,DEV_D4
1708079580,TXN000317,ACC404,DEBIT,49210.30,Bengaluru,DEV_I9
1708079635,TXN000318,ACC404,CREDIT,45375.40,Ahmedabad,DEV_C3
1708079693,TXN000319,ACC606,CREDIT,51157.07,Delhi,DEV_D4
1708079731,TXN000320,ACC909,DEBIT,28559.13,Bengaluru,DEV_A1
1708079743,TXN000321,ACC010,DEBIT,65535.16,Pune,DEV_E5
1708079748,TXN000322,ACC606,CREDIT,29077.53,Chennai,DEV_G7
1708079804,TXN000323,ACC202,CREDIT,74313.11,Delhi,DEV_C3
1708079854,TXN000324,ACC909,DEBIT,51329.17,Delhi,DEV_A1
1708079866,TXN000325,ACC606,DEBIT,61134.31,Jaipur,DEV_G7
1708079891,TXN000326,ACC303,CREDIT,1731.89,Jaipur,DEV_J0
1708079911,TXN000327,ACC101,CREDIT,8529.16,Chennai,DEV_A1
1708079931,TXN000328,ACC010,CREDIT,65064.39,Bengaluru,DEV_H8
1708079976,TXN000329,ACC606,CREDIT,98122.65,Ahmedabad,DEV_A1
1708080015,TXN000330,ACC808,DEBIT,28554.41,Bengaluru,DEV_J0
1708080065,TXN000331,ACC606,CREDIT,96545.70,Bengaluru,DEV_H8
1708080105,TXN000332,ACC909,CREDIT,91833.57,Bengaluru,DEV_I9
1708080118,TXN000333,ACC909,DEBIT,29294.71,Mumbai,DEV_E5
1708080122,TXN000334,ACC808,DEBIT,22043.24,Bengaluru,DEV_A1
1708080180,TXN000335,ACC010,CREDIT,1930.61,Kolkata,DEV_I9
1708080194,TXN000336,ACC909,CREDIT,32571.32,Surat,DEV_B2
1708080240,TXN000337,ACC606,CREDIT,51731.81,Chennai,DEV_A1
1708080281,TXN000338,ACC010,CREDIT,28609.32,Delhi,DEV_F6
1708080294,TXN000339,ACC606,DEBIT,8043.14,Hyderabad,DEV_C3
1708080312,TXN000340,ACC202,CREDIT,97122.27,Chennai,DEV_C3
1708080339,TXN000341,ACC606,CREDIT,3906.05,Surat,DEV_E5
1708080341,TXN000342,ACC909,CREDIT,55930.43,Delhi,DEV_I9
1708080378,TXN000343,ACC909,DEBIT,12119.38,Bengaluru,DEV_A1
1708080429,TXN000344,ACC404,CREDIT,58200.32,Mumbai,DEV_C3
1708080481,TXN000345,ACC909,CREDIT,51088.19,Delhi,DEV_E5
1708080526,TXN000346,ACC202,CREDIT,12672.00,Ahmedabad,DEV_H8
1708080537,TXN000347,ACC010,CREDIT,11687.90,Pune,DEV_C3
1708080590,TXN000348,ACC101,DEBIT,54033.85,Chennai,DEV_H8
